1;1;1
1;2;1
1;3;1
1;4;1
1;5;1
1;6;1
1;7;1
1;8;1
1;9;1
1;10;1
1;11;1
1;12;1
1;13;1
1;14;1
1;15;1
1;16;1
1;17;1
1;18;1
2;1;1
2;3;1
2;11;1
2;13;1
2;18;1
3;1;1
3;3;1
3;11;1
3;13;1
3;18;1
4;1;1
4;6;1
4;7;1
4;8;1
4;9;1
4;10;1
4;11;1
4;13;1
4;15;1
4;16;1
4;17;1
4;18;1
5;1;1
5;13;1
5;15;1
5;18;1
6;1;1
6;3;1
6;5;1
6;6;1
6;7;1
6;8;1
6;9;1
6;10;1
6;11;1
6;12;1
6;13;1
6;15;1
6;18;1
7;1;1
7;3;1
7;5;1
7;18;1
8;1;1
8;3;1
8;5;1
8;6;1
8;7;1
8;8;1
8;9;1
8;10;1
8;11;1
8;12;1
8;13;1
8;14;1
8;15;1
8;18;1
9;1;1
9;3;1
9;5;1
9;15;1
9;18;1
10;1;1
10;3;1
10;5;1
10;15;1
10;18;1
11;1;1
11;3;1
11;8;1
11;9;1
11;10;1
11;11;1
11;12;1
11;13;1
11;15;1
11;18;1
12;1;1
12;3;1
12;13;1
12;18;1
13;1;1
13;2;1
13;3;1
13;4;1
13;5;1
13;6;1
13;7;1
13;8;1
13;9;1
13;10;1
13;11;1
13;12;1
13;13;1
13;14;1
13;15;1
13;16;1
13;17;1
13;18;1
