1,5;2,5;3,43460226846833E-11
1,6;2,6;1,3381874352737E-10
1,7;2,7;4,81297808996305E-10
1,8;2,7;1,76602444668257E-09
1,9;2,7;6,22598053154736E-09
2;2,8;1,90817226017333E-08
2,1;2,9;5,39863342479604E-08
2,2;3;1,4099591876844E-07
2,3;3,1;3,39927019164858E-07
2,4;3,2;7,56521493851835E-07
2,5;3,3;1,55422288153513E-06
2,6;3,4;2,94755397700962E-06
2,7;3,5;5,16020169068915E-06
2,8;3,6;8,33926986247523E-06
2,9;3,7;1,24407287411361E-05
3;3,8;1,71324729579908E-05
3,1;3,9;2,17796416907502E-05
3,2;4;2,55586462904019E-05
3,3;4,1;2,76873509936708E-05
3,4;4,2;2,76873509936709E-05
3,5;4,3;2,55586462904019E-05
3,6;4,4;2,17796416907502E-05
3,7;4,4;3,73740145972547E-05
3,8;4,4;6,1619332837951E-05
3,9;4,4;9,76095821213144E-05
4;4,4;0,00014855803144864
4,1;4,4;0,000217234120024032
4,2;4,4;0,000305202553515966
4,3;4,4;0,000411980354958212
4,4;4,4;0,000534309717460551
4,5;4,4;0,000665790905854309
4,6;4,4;0,000797096432697378
4,7;4,4;0,000916879141694357
4,8;4,4;0,00101330816279076
4,9;4,4;0,00107596764016397
5;4,4;0,00109770362832071
5,1;4,4;0,00107596764016397
5,2;4,4;0,00101330816279076
5,3;4,4;0,000916879141694356
5,4;4,4;0,000797096432697377
5,5;4,4;0,000665790905854309
5,6;4,4;0,000534309717460549
5,7;4,4;0,000411980354958212
5,8;4,4;0,000305202553515965
5,9;4,4;0,000217234120024031
6;4,4;0,00014855803144864
6,1;4,4;9,76095821213141E-05
6,2;4,4;6,16193328379509E-05
6,3;4,4;3,73740145972545E-05
6,4;4,4;2,17796416907501E-05
6,5;4,3;2,55586462904019E-05
6,6;4,2;2,76873509936707E-05
6,7;4,1;2,76873509936707E-05
6,8;4;2,55586462904017E-05
6,9;3,9;2,17796416907501E-05
7;3,8;1,71324729579908E-05
7,1;3,7;1,2440728741136E-05
7,2;3,6;8,33926986247521E-06
7,3;3,5;5,16020169068911E-06
7,4;3,4;2,94755397700961E-06
7,5;3,3;1,55422288153513E-06
7,6;3,2;7,56521493851828E-07
7,7;3,1;3,39927019164856E-07
7,8;3;1,40995918768439E-07
7,9;2,9;5,39863342479602E-08
8;2,8;1,90817226017333E-08
8,1;2,7;6,22598053154736E-09
8,2;2,6;1,87522929958009E-09
8,3;2,5;5,21383692185985E-10
8,4;2,5;1,36522061467319E-10
8,5;2,5;3,43460226846833E-11
