1,5;2,5;3,43460226846833E-11
1,6;2,5;1,3652206146732E-10
1,7;2,5;5,2138369218599E-10
1,8;2,5;1,91311144428906E-09
1,9;2,5;6,74452419342133E-09
2;2,5;2,28449696170689E-08
2,1;2,5;7,43460797875875E-08
2,2;2,5;2,32462970355435E-07
2,3;2,5;6,98357357367466E-07
2,4;2,5;2,01571841644729E-06
2,5;2,5;5,58997975811801E-06
2,6;2,5;1,48942564587766E-05
2,7;2,5;3,81290197742989E-05
2,8;2,5;9,37822556622306E-05
2,9;2,5;0,000221622540348051
3;2,5;0,000503193941853768
3,1;2,5;0,00109770362832071
3,2;2,5;0,0023007160189867
3,3;2,5;0,00463307311235516
3,4;2,5;0,00896403434250894
3,5;2,5;0,0166634948073635
3,6;2,5;0,0297616421165554
3,7;2,4;0,0500599049404892
3,8;2,3;0,0777283757590889
3,9;2,2;0,111410367321501
4;2,1;0,147410378406542
4,1;2;0,180047442767185
4,2;1,9;0,203002924854919
4,3;1,8;0,211287631381567
4,4;1,7;0,203002924854919
4,5;1,7;0,252957220902893
4,6;1,7;0,302844776991984
4,7;1,7;0,348354412094639
4,8;1,7;0,384991165430334
4,9;1,7;0,408797689551019
5;1,7;0,417055950679791
5,1;1,7;0,408797689551019
5,2;1,7;0,384991165430334
5,3;1,7;0,348354412094638
5,4;1,7;0,302844776991983
5,5;1,7;0,252957220902893
5,6;1,7;0,203002924854919
5,7;1,8;0,211287631381567
5,8;1,9;0,203002924854919
5,9;2;0,180047442767185
6;2,1;0,147410378406542
6,1;2,2;0,111410367321501
6,2;2,3;0,0777283757590887
6,3;2,4;0,0500599049404889
6,4;2,5;0,0297616421165554
6,5;2,5;0,0166634948073635
6,6;2,5;0,00896403434250888
6,7;2,5;0,00463307311235515
6,8;2,5;0,00230071601898668
6,9;2,5;0,00109770362832071
7;2,5;0,000503193941853768
7,1;2,5;0,00022162254034805
7,2;2,5;9,37822556622302E-05
7,3;2,5;3,81290197742986E-05
7,4;2,5;1,48942564587766E-05
7,5;2,5;5,58997975811801E-06
7,6;2,5;2,01571841644727E-06
7,7;2,5;6,98357357367462E-07
7,8;2,5;2,32462970355432E-07
7,9;2,5;7,43460797875872E-08
8;2,5;2,28449696170689E-08
8,1;2,5;6,74452419342133E-09
8,2;2,5;1,91311144428904E-09
8,3;2,5;5,21383692185985E-10
8,4;2,5;1,36522061467319E-10
8,5;2,5;3,43460226846833E-11
