95;4;1
94;5;1
93;6;1
92;7;1
91;8;1
90;9;1
89;10;1
88;10;1
87;11;1
87;12;1
87;13;1
87;14;1
87;15;1
87;16;1
87;17;1
87;18;1
87;19;1
87;20;1
87;21;1
88;22;1
89;23;1
89;24;1
89;25;1
89;26;1
89;27;1
89;28;1
89;29;1
89;30;1
89;31;1
89;32;1
89;33;1
89;34;1
89;35;1
89;36;1
89;37;1
89;38;1
89;39;1
89;40;1
89;41;1
89;42;1
89;43;1
88;44;1
87;43;1
86;42;1
85;41;1
84;40;1
83;39;1
82;39;1
81;39;1
80;39;1
79;39;1
78;39;1
77;39;1
76;39;1
75;39;1
74;39;1
73;39;1
72;39;1
71;39;1
70;39;1
69;39;1
68;39;1
67;39;1
66;39;1
65;39;1
64;39;1
63;39;1
62;39;1
61;39;1
60;39;1
59;39;1
58;39;1
57;39;1
56;39;1
55;39;1
54;39;1
53;39;1
52;39;1
51;39;1
50;39;1
49;39;1
48;39;1
47;39;1
46;39;1
45;39;1
44;39;1
43;39;1
42;39;1
41;39;1
40;39;1
39;39;1
38;39;1
37;39;1
36;39;1
35;39;1
34;39;1
33;39;1
32;39;1
31;39;1
30;39;1
29;39;1
28;39;1
27;39;1
26;39;1
25;39;1
24;40;1
23;39;1
22;38;1
21;37;1
20;36;1
19;35;1
18;34;1
17;33;1
16;32;1
15;31;1
14;30;1
13;29;1
13;28;1
13;27;1
13;26;1
13;25;1
13;24;1
13;23;1
13;22;1
13;21;1
13;20;1
13;19;1
13;18;1
13;17;1
12;16;1
11;17;1
10;18;1
9;19;1
8;20;1
7;21;1
7;22;1
7;23;1
7;24;1
7;25;1
7;26;1
7;27;1
7;28;1
7;29;1
7;30;1
6;31;1
6;32;1
6;33;1
6;34;1
6;35;1
6;36;1
6;37;1
6;38;1
5;39;1
4;40;1
4;41;1
4;42;1
4;43;1
4;44;1
4;45;1
4;46;1
