1;1;1
1;2;1
1;3;1
1;4;1
1;5;1
1;6;1
1;7;1
1;8;1
1;9;1
1;10;1
1;11;1
1;12;1
1;13;1
1;14;1
1;15;1
1;16;1
1;17;1
1;18;1
1;19;1
1;20;1
1;21;1
1;22;1
1;23;1
1;24;1
1;25;1
1;26;1
1;27;1
1;28;1
1;29;1
1;30;1
1;31;1
1;32;1
1;33;1
1;34;1
1;35;1
1;36;1
1;37;1
1;38;1
1;39;1
1;40;1
1;41;1
1;42;1
1;43;1
1;44;1
1;45;1
1;46;1
1;47;1
1;48;1
1;49;1
1;50;1
1;51;1
1;52;1
1;53;1
1;54;1
1;55;1
1;56;1
1;57;1
1;58;1
1;59;1
1;60;1
1;61;1
1;62;1
1;63;1
1;64;1
1;65;1
1;66;1
1;67;1
1;68;1
1;69;1
1;70;1
1;71;1
1;72;1
1;73;1
1;74;1
1;75;1
1;76;1
1;77;1
1;78;1
1;79;1
1;80;1
1;81;1
1;82;1
1;83;1
1;84;1
1;85;1
1;86;1
1;87;1
1;88;1
1;89;1
1;90;1
1;91;1
1;92;1
1;93;1
1;94;1
1;95;1
1;96;1
1;97;1
1;98;1
2;1;1
2;12;1
2;51;1
2;72;1
2;98;1
3;1;1
3;12;1
3;51;1
3;72;1
3;98;1
4;1;1
4;12;1
4;51;1
4;72;1
4;98;1
5;1;1
5;12;1
5;51;1
5;72;1
5;98;1
6;1;1
6;12;1
6;51;1
6;72;1
6;98;1
7;1;1
7;12;1
7;51;1
7;72;1
7;98;1
8;1;1
8;12;1
8;51;1
8;72;1
8;98;1
9;1;1
9;51;1
9;72;1
9;98;1
10;1;1
10;51;1
10;72;1
10;98;1
11;1;1
11;25;1
11;26;1
11;27;1
11;28;1
11;29;1
11;30;1
11;31;1
11;32;1
11;33;1
11;34;1
11;35;1
11;36;1
11;37;1
11;38;1
11;39;1
11;40;1
11;41;1
11;42;1
11;43;1
11;44;1
11;45;1
11;46;1
11;47;1
11;48;1
11;49;1
11;50;1
11;51;1
11;72;1
11;88;1
11;89;1
11;90;1
11;91;1
11;92;1
11;93;1
11;94;1
11;95;1
11;96;1
11;97;1
11;98;1
12;1;1
12;72;1
12;88;1
12;98;1
13;1;1
13;72;1
13;88;1
13;98;1
14;1;1
14;72;1
14;88;1
14;98;1
15;1;1
15;72;1
15;88;1
15;98;1
16;1;1
16;72;1
16;88;1
16;98;1
17;1;1
17;12;1
17;72;1
17;88;1
17;98;1
18;1;1
18;12;1
18;72;1
18;88;1
18;98;1
19;1;1
19;12;1
19;72;1
19;88;1
19;98;1
20;1;1
20;12;1
20;72;1
20;88;1
20;98;1
21;1;1
21;12;1
21;24;1
21;25;1
21;26;1
21;27;1
21;28;1
21;29;1
21;30;1
21;31;1
21;32;1
21;33;1
21;34;1
21;35;1
21;36;1
21;37;1
21;38;1
21;39;1
21;40;1
21;41;1
21;42;1
21;43;1
21;44;1
21;45;1
21;46;1
21;47;1
21;48;1
21;49;1
21;50;1
21;51;1
21;52;1
21;53;1
21;54;1
21;55;1
21;56;1
21;57;1
21;58;1
21;59;1
21;60;1
21;61;1
21;62;1
21;63;1
21;64;1
21;65;1
21;66;1
21;67;1
21;68;1
21;69;1
21;70;1
21;71;1
21;72;1
21;88;1
21;98;1
22;1;1
22;12;1
22;24;1
22;98;1
23;1;1
23;12;1
23;24;1
23;98;1
24;1;1
24;12;1
24;24;1
24;98;1
25;1;1
25;12;1
25;24;1
25;98;1
26;1;1
26;12;1
26;24;1
26;98;1
27;1;1
27;12;1
27;24;1
27;98;1
28;1;1
