1,4;2,1;0,000680908290831312
1,5;2,2;0,00173091743270994
1,6;2,3;0,00409040906650415
1,7;2,3;0,00539174242796164
1,8;2,3;0,00734154435825279
1,9;2,4;0,0145786945698348
2;2,5;0,0270182181682725
2,1;2,6;0,0466820267738724
2,2;2,7;0,0751513153490172
2,3;2,8;0,112704284865448
2,4;2,9;0,157494794947068
2,5;2,9;0,173191175663468
2,6;3;0,218843760151061
2,7;3,1;0,259074862950482
2,8;3,2;0,287787052762285
2,9;3,3;0,300541912459726
3;3,4;0,295723806843799
3,1;3,4;0,300670273408812
3,2;3,4;0,312158118716539
3,3;3,4;0,324551012615888
3,4;3,4;0,332710464231726
3,5;3,4;0,332763461048007
3,6;3,4;0,322587181728967
3,7;3,4;0,301947158297721
3,8;3,4;0,272292413644543
3,9;3,4;0,236280384259332
4;3,3;0,235861234717593
4,1;3,2;0,222912517747887
4,2;3,1;0,199339068553173
4,3;3;0,168595251644684
4,4;2,9;0,134644711494339
4,5;2,8;0,10059686639186
4,6;2,7;0,0671278799750973
4,7;2,6;0,0316422165769267
4,8;2,6;-0,00338838118453781
4,9;2,6;-0,0311381593832116
5;2,6;-0,0453215848925869
5,1;2,5;-0,0541461079167733
5,2;2,4;-0,0468852103422116
5,3;2,3;-0,0306001473026504
5,4;2,2;-0,0152122847830533
5,5;2,1;-0,0057453712909055
5,6;2;-0,00156104025929637
5,7;1,9;-4,86792600727196E-05
5,8;1,9;0,000571994773620705
5,9;1,9;0,00118438399693179
6;1,9;0,00220123025860386
6,1;1,9;0,00392772874999015
6,2;1,9;0,00673837810151749
6,3;2;0,00759716412618003
6,4;2,1;0,00790710322675296
6,5;2,1;0,012034247396098
6,6;2,1;0,0175974768769803
6,7;2,1;0,0247235277358217
6,8;2,1;0,0333732703052103
6,9;2,1;0,0432827979922723
7;2,1;0,0539336873230752
7,1;2,1;0,0645703468986601
7,2;2,1;0,0742735782156092
7,3;2,1;0,0820849986241834
7,4;2,1;0,0871608514620423
7,5;2,1;0,0889216174593989
7,6;2,1;0,0871608514619837
7,7;2,1;0,0820849986238992
7,8;2,1;0,0742735782143339
7,9;2;0,0982735856043615
8;1,9;0,120031628511457
8,1;1,8;0,135335283236613
8,2;1,7;0,140858420921045
8,3;1,6;0,135335283236612
8,4;1,5;0,120031628511457
8,5;1,4;0,0982735856043615
8,6;1,3;0,074273578214334
8,7;1,2;0,0518189171727256
8,8;1,1;0,0333732699603259
8,9;1;0,0198410947443702
9;0,9;0,0108890236685545
9,1;0,8;0,00551656442076079
9,2;0,7;0,00257991197202716
